Area	Brand	Age	Device	Region	RGB Count	"Data User count
Monthly usage>100 MB"	 Total Data Usage (GB) 	" Total usage of Data Users with
Monthly usage>100 MB "
Not Seelected	Robi	45-59 yrs	Basic	Dhaka Metro	5500	408	 453 	 442 
Not Seelected	Robi	45-59 yrs	Others	Dhaka Metro	557	90	 122 	 119 
Not Seelected	Robi	60+ yrs	2G Device	Dhaka Metro	710	33	 31 	 30 
Not Seelected	Robi	60+ yrs	3G Device	Dhaka Metro	918	267	 433 	 429 
Not Seelected	Robi	60+ yrs	4G Device	Dhaka Metro	467	246	 552 	 549 
Not Seelected	Robi	60+ yrs	Basic	Dhaka Metro	1152	63	 62 	 60 
Not Seelected	Robi	60+ yrs	Others	Dhaka Metro	119	18	 7 	 7 
Not Seelected	Robi	OTHERS	2G Device	Dhaka Metro	1	0	 0 	
Not Seelected	Robi	OTHERS	3G Device	Dhaka Metro	0	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Dhaka Metro	0	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Dhaka Metro	1	0	 -   	
Not Seelected	Robi	OTHERS	Others	Dhaka Metro	8	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Dhaka North	9964	1796	" 2,262 "	" 2,219 "
Not Seelected	Robi	<=24 yrs	3G Device	Dhaka North	18430	9294	" 15,596 "	" 15,470 "
Not Seelected	Robi	<=24 yrs	4G Device	Dhaka North	8274	5347	" 13,780 "	" 13,735 "
Not Seelected	Robi	<=24 yrs	Basic	Dhaka North	20709	3414	" 4,466 "	" 4,392 "
Not Seelected	Robi	<=24 yrs	Others	Dhaka North	2593	846	 784 	 771 
Not Seelected	Robi	25-29 yrs	2G Device	Dhaka North	28749	3375	" 4,536 "	" 4,447 "
Not Seelected	Robi	25-29 yrs	3G Device	Dhaka North	44260	20049	" 35,248 "	" 34,972 "
Not Seelected	Robi	25-29 yrs	4G Device	Dhaka North	17373	10691	" 27,950 "	" 27,860 "
Not Seelected	Robi	25-29 yrs	Basic	Dhaka North	59396	6587	" 8,878 "	" 8,714 "
Not Seelected	Robi	25-29 yrs	Others	Dhaka North	5406	1446	" 1,527 "	" 1,502 "
Not Seelected	Robi	30-34 yrs	2G Device	Dhaka North	40407	3430	" 4,545 "	" 4,444 "
Not Seelected	Robi	30-34 yrs	3G Device	Dhaka North	54380	22084	" 37,374 "	" 37,050 "
Not Seelected	Robi	30-34 yrs	4G Device	Dhaka North	20234	11877	" 29,134 "	" 29,032 "
Not Seelected	Robi	30-34 yrs	Basic	Dhaka North	83543	7520	" 10,108 "	" 9,931 "
Not Seelected	Robi	30-34 yrs	Others	Dhaka North	7232	1569	" 1,630 "	" 1,598 "
Not Seelected	Robi	35-39 yrs	2G Device	Dhaka North	34523	2736	" 3,322 "	" 3,241 "
Not Seelected	Robi	35-39 yrs	3G Device	Dhaka North	41444	16567	" 27,193 "	" 26,949 "
Not Seelected	Robi	35-39 yrs	4G Device	Dhaka North	15512	9055	" 22,753 "	" 22,677 "
Not Seelected	Robi	35-39 yrs	Basic	Dhaka North	68926	5591	" 7,184 "	" 7,039 "
Not Seelected	Robi	35-39 yrs	Others	Dhaka North	5648	1107	" 1,163 "	" 1,139 "
Not Seelected	Robi	40-44 yrs	2G Device	Dhaka North	22218	1841	" 2,387 "	" 2,332 "
Not Seelected	Robi	40-44 yrs	3G Device	Dhaka North	25861	10594	" 16,753 "	" 16,597 "
Not Seelected	Robi	40-44 yrs	4G Device	Dhaka North	9626	5714	" 14,295 "	" 14,244 "
Not Seelected	Robi	40-44 yrs	Basic	Dhaka North	44752	3672	" 4,656 "	" 4,563 "
Not Seelected	Robi	40-44 yrs	Others	Dhaka North	3465	705	 830 	 816 
Not Seelected	Robi	45-59 yrs	2G Device	Dhaka North	37670	3174	" 3,559 "	" 3,463 "
Not Seelected	Robi	45-59 yrs	3G Device	Dhaka North	40922	17161	" 28,240 "	" 27,980 "
Not Seelected	Robi	45-59 yrs	4G Device	Dhaka North	14937	8868	" 20,836 "	" 20,752 "
Not Seelected	Robi	45-59 yrs	Basic	Dhaka North	76110	6219	" 8,255 "	" 8,093 "
Not Seelected	Robi	45-59 yrs	Others	Dhaka North	5370	1147	" 1,260 "	" 1,238 "
Not Seelected	Robi	60+ yrs	2G Device	Dhaka North	9781	649	 757 	 738 
Not Seelected	Robi	60+ yrs	3G Device	Dhaka North	9332	3724	" 5,889 "	" 5,833 "
Not Seelected	Robi	60+ yrs	4G Device	Dhaka North	3581	2149	" 4,898 "	" 4,879 "
Not Seelected	Robi	60+ yrs	Basic	Dhaka North	19434	1310	" 1,531 "	" 1,499 "
Not Seelected	Robi	60+ yrs	Others	Dhaka North	1343	253	 274 	 269 
Not Seelected	Robi	OTHERS	2G Device	Dhaka North	13	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Dhaka North	10	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Dhaka North	3	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Dhaka North	21	0	 -   	
Not Seelected	Robi	OTHERS	Others	Dhaka North	32	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Dhaka South	7934	1404	" 2,013 "	" 1,987 "
Not Seelected	Robi	<=24 yrs	3G Device	Dhaka South	15543	8788	" 16,107 "	" 16,022 "
Not Seelected	Robi	<=24 yrs	4G Device	Dhaka South	8041	5664	" 16,262 "	" 16,226 "
Not Seelected	Robi	<=24 yrs	Basic	Dhaka South	16892	2775	" 4,148 "	" 4,097 "
Not Seelected	Robi	<=24 yrs	Others	Dhaka South	2009	773	 988 	 979 
Not Seelected	Robi	25-29 yrs	2G Device	Dhaka South	26974	3290	" 4,476 "	" 4,404 "
Not Seelected	Robi	25-29 yrs	3G Device	Dhaka South	45313	23119	" 42,409 "	" 42,163 "
Not Seelected	Robi	25-29 yrs	4G Device	Dhaka South	21788	15157	" 40,565 "	" 40,476 "
Not Seelected	Robi	25-29 yrs	Basic	Dhaka South	58238	7225	" 10,822 "	" 10,685 "
Not Seelected	Robi	25-29 yrs	Others	Dhaka South	5330	1660	" 2,253 "	" 2,228 "
Not Seelected	Robi	30-34 yrs	2G Device	Dhaka South	41320	3944	" 5,320 "	" 5,233 "
Not Seelected	Robi	30-34 yrs	3G Device	Dhaka South	60979	29435	" 52,624 "	" 52,310 "
Not Seelected	Robi	30-34 yrs	4G Device	Dhaka South	28731	19669	" 49,950 "	" 49,833 "
Not Seelected	Robi	30-34 yrs	Basic	Dhaka South	88305	8672	" 12,974 "	" 12,813 "
Not Seelected	Robi	30-34 yrs	Others	Dhaka South	7372	2009	" 2,789 "	" 2,755 "
Not Seelected	Robi	35-39 yrs	2G Device	Dhaka South	38025	3162	" 4,135 "	" 4,056 "
Not Seelected	Robi	35-39 yrs	3G Device	Dhaka South	50109	23676	" 41,439 "	" 41,177 "
Not Seelected	Robi	35-39 yrs	4G Device	Dhaka South	22390	15301	" 38,128 "	" 38,033 "
Not Seelected	Robi	35-39 yrs	Basic	Dhaka South	77722	6912	" 9,531 "	" 9,392 "
Not Seelected	Robi	35-39 yrs	Others	Dhaka South	6402	1712	" 2,046 "	" 2,018 "
Not Seelected	Robi	40-44 yrs	2G Device	Dhaka South	26134	2276	" 2,886 "	" 2,829 "
Not Seelected	Robi	40-44 yrs	3G Device	Dhaka South	33448	15986	" 26,004 "	" 25,827 "
Not Seelected	Robi	40-44 yrs	4G Device	Dhaka South	14723	10014	" 24,769 "	" 24,702 "
Not Seelected	Robi	40-44 yrs	Basic	Dhaka South	53775	4939	" 6,693 "	" 6,590 "
Not Seelected	Robi	40-44 yrs	Others	Dhaka South	4136	1097	" 1,308 "	" 1,289 "
Not Seelected	Robi	45-59 yrs	2G Device	Dhaka South	48718	4029	" 4,926 "	" 4,821 "
Not Seelected	Robi	45-59 yrs	3G Device	Dhaka South	56381	27371	" 44,544 "	" 44,242 "
Not Seelected	Robi	45-59 yrs	4G Device	Dhaka South	24591	17037	" 41,825 "	" 41,717 "
Not Seelected	Robi	45-59 yrs	Basic	Dhaka South	101168	8738	" 11,989 "	" 11,812 "
Not Seelected	Robi	45-59 yrs	Others	Dhaka South	7520	1940	" 2,471 "	" 2,442 "
Not Seelected	Robi	60+ yrs	2G Device	Dhaka South	15308	973	" 1,089 "	" 1,064 "
Not Seelected	Robi	60+ yrs	3G Device	Dhaka South	15107	7217	" 11,792 "	" 11,719 "
Not Seelected	Robi	60+ yrs	4G Device	Dhaka South	7009	4995	" 11,570 "	" 11,543 "
Not Seelected	Robi	60+ yrs	Basic	Dhaka South	31242	1976	" 2,613 "	" 2,574 "
Not Seelected	Robi	60+ yrs	Others	Dhaka South	2194	517	 683 	 677 
Not Seelected	Robi	OTHERS	2G Device	Dhaka South	11	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Dhaka South	12	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Dhaka South	3	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Dhaka South	21	0	 -   	
Not Seelected	Robi	OTHERS	Others	Dhaka South	34	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Khulna	12955	3031	" 3,806 "	" 3,757 "
Not Seelected	Robi	<=24 yrs	3G Device	Khulna	22222	13884	" 21,800 "	" 21,685 "
Not Seelected	Robi	<=24 yrs	4G Device	Khulna	8370	6328	" 13,164 "	" 13,128 "
Not Seelected	Robi	<=24 yrs	Basic	Khulna	24197	5477	" 7,169 "	" 7,091 "
Not Seelected	Robi	<=24 yrs	Others	Khulna	3915	1425	" 1,529 "	" 1,507 "
Not Seelected	Robi	25-29 yrs	2G Device	Khulna	24076	3088	" 4,017 "	" 3,954 "
Not Seelected	Robi	25-29 yrs	3G Device	Khulna	30784	15280	" 25,666 "	" 25,496 "
Not Seelected	Robi	25-29 yrs	4G Device	Khulna	10539	7065	" 15,705 "	" 15,656 "
Not Seelected	Robi	25-29 yrs	Basic	Khulna	45780	5737	" 7,481 "	" 7,372 "
Not Seelected	Robi	25-29 yrs	Others	Khulna	6378	1557	" 1,777 "	" 1,753 "
Not Seelected	Robi	30-34 yrs	2G Device	Khulna	32603	2784	" 3,506 "	" 3,439 "
Not Seelected	Robi	30-34 yrs	3G Device	Khulna	33512	14590	" 24,126 "	" 23,951 "
Not Seelected	Robi	30-34 yrs	4G Device	Khulna	10282	6496	" 14,874 "	" 14,829 "
Not Seelected	Robi	30-34 yrs	Basic	Khulna	62167	5543	" 7,329 "	" 7,214 "
Not Seelected	Robi	30-34 yrs	Others	Khulna	8530	1546	" 2,085 "	" 2,056 "
Not Seelected	Robi	35-39 yrs	2G Device	Khulna	31362	2399	" 2,870 "	" 2,811 "
Not Seelected	Robi	35-39 yrs	3G Device	Khulna	28044	11945	" 18,953 "	" 18,807 "
Not Seelected	Robi	35-39 yrs	4G Device	Khulna	8478	5320	" 12,253 "	" 12,216 "
Not Seelected	Robi	35-39 yrs	Basic	Khulna	58575	4803	" 6,121 "	" 6,014 "
Not Seelected	Robi	35-39 yrs	Others	Khulna	8243	1313	" 1,730 "	" 1,706 "
Not Seelected	Robi	40-44 yrs	2G Device	Khulna	20921	1707	" 2,220 "	" 2,174 "
Not Seelected	Robi	40-44 yrs	3G Device	Khulna	18522	8143	" 13,057 "	" 12,960 "
Not Seelected	Robi	40-44 yrs	4G Device	Khulna	5481	3565	" 7,992 "	" 7,967 "
Not Seelected	Robi	40-44 yrs	Basic	Khulna	38190	3409	" 4,488 "	" 4,410 "
Not Seelected	Robi	40-44 yrs	Others	Khulna	5757	939	" 1,246 "	" 1,227 "
Not Seelected	Robi	45-59 yrs	2G Device	Khulna	39084	3343	" 3,686 "	" 3,591 "
Not Seelected	Robi	45-59 yrs	3G Device	Khulna	33117	14691	" 22,388 "	" 22,202 "
Not Seelected	Robi	45-59 yrs	4G Device	Khulna	9479	6156	" 13,473 "	" 13,423 "
Not Seelected	Robi	45-59 yrs	Basic	Khulna	72189	6570	" 8,260 "	" 8,111 "
Not Seelected	Robi	45-59 yrs	Others	Khulna	10680	1692	" 1,897 "	" 1,864 "
Not Seelected	Robi	60+ yrs	2G Device	Khulna	9664	793	 906 	 886 
Not Seelected	Robi	60+ yrs	3G Device	Khulna	7815	3370	" 4,954 "	" 4,910 "
Not Seelected	Robi	60+ yrs	4G Device	Khulna	2215	1427	" 2,830 "	" 2,819 "
Not Seelected	Robi	60+ yrs	Basic	Khulna	18723	1585	" 1,872 "	" 1,839 "
Not Seelected	Robi	60+ yrs	Others	Khulna	2699	418	 426 	 419 
Not Seelected	Robi	OTHERS	2G Device	Khulna	6	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Khulna	11	1	 11 	 11 
Not Seelected	Robi	OTHERS	4G Device	Khulna	3	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Khulna	14	0	 -   	
Not Seelected	Robi	OTHERS	Others	Khulna	23	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Kushtia	13852	3030	" 3,676 "	" 3,625 "
Not Seelected	Robi	<=24 yrs	3G Device	Kushtia	24630	14508	" 23,748 "	" 23,611 "
Not Seelected	Robi	<=24 yrs	4G Device	Kushtia	9161	6657	" 15,040 "	" 15,000 "
Not Seelected	Robi	<=24 yrs	Basic	Kushtia	27244	5499	" 7,283 "	" 7,198 "
Not Seelected	Robi	<=24 yrs	Others	Kushtia	4247	1466	" 1,472 "	" 1,450 "
Not Seelected	Robi	25-29 yrs	2G Device	Kushtia	26561	3189	" 4,042 "	" 3,974 "
Not Seelected	Robi	25-29 yrs	3G Device	Kushtia	36035	16880	" 28,627 "	" 28,433 "
Not Seelected	Robi	25-29 yrs	4G Device	Kushtia	11873	7603	" 17,886 "	" 17,835 "
Not Seelected	Robi	25-29 yrs	Basic	Kushtia	53298	6196	" 8,175 "	" 8,056 "
Not Seelected	Robi	25-29 yrs	Others	Kushtia	6717	1639	" 1,853 "	" 1,826 "
Not Seelected	Robi	30-34 yrs	2G Device	Kushtia	36596	2935	" 3,652 "	" 3,583 "
Not Seelected	Robi	30-34 yrs	3G Device	Kushtia	40196	16756	" 28,411 "	" 28,209 "
Not Seelected	Robi	30-34 yrs	4G Device	Kushtia	12779	7834	" 17,717 "	" 17,663 "
Not Seelected	Robi	30-34 yrs	Basic	Kushtia	73659	6361	" 8,225 "	" 8,097 "
Not Seelected	Robi	30-34 yrs	Others	Kushtia	8883	1793	" 1,810 "	" 1,780 "
Not Seelected	Robi	35-39 yrs	2G Device	Kushtia	36806	2583	" 3,043 "	" 2,974 "
Not Seelected	Robi	35-39 yrs	3G Device	Kushtia	35006	14195	" 23,215 "	" 23,042 "
Not Seelected	Robi	35-39 yrs	4G Device	Kushtia	10433	6352	" 14,498 "	" 14,452 "
Not Seelected	Robi	35-39 yrs	Basic	Kushtia	73150	5679	" 7,464 "	" 7,338 "
Not Seelected	Robi	35-39 yrs	Others	Kushtia	8638	1451	" 1,464 "	" 1,435 "
Not Seelected	Robi	40-44 yrs	2G Device	Kushtia	24438	1971	" 2,668 "	" 2,618 "
Not Seelected	Robi	40-44 yrs	3G Device	Kushtia	23035	9637	" 15,968 "	" 15,844 "
Not Seelected	Robi	40-44 yrs	4G Device	Kushtia	6280	3847	" 9,029 "	" 8,999 "
Not Seelected	Robi	40-44 yrs	Basic	Kushtia	48831	4025	" 5,164 "	" 5,072 "
Not Seelected	Robi	40-44 yrs	Others	Kushtia	6161	1005	" 1,076 "	" 1,059 "
Not Seelected	Robi	45-59 yrs	2G Device	Kushtia	43932	3520	" 3,990 "	" 3,888 "
Not Seelected	Robi	45-59 yrs	3G Device	Kushtia	40150	17208	" 28,328 "	" 28,105 "
Not Seelected	Robi	45-59 yrs	4G Device	Kushtia	11020	6901	" 16,106 "	" 16,054 "
Not Seelected	Robi	45-59 yrs	Basic	Kushtia	86239	7493	" 9,455 "	" 9,290 "
Not Seelected	Robi	45-59 yrs	Others	Kushtia	10933	1795	" 1,929 "	" 1,895 "
Not Seelected	Robi	60+ yrs	2G Device	Kushtia	11192	889	" 1,096 "	" 1,074 "
Not Seelected	Robi	60+ yrs	3G Device	Kushtia	9539	4075	" 6,179 "	" 6,132 "
Not Seelected	Robi	60+ yrs	4G Device	Kushtia	2726	1719	" 3,563 "	" 3,550 "
Not Seelected	Robi	60+ yrs	Basic	Kushtia	22412	1788	" 2,237 "	" 2,198 "
Not Seelected	Robi	60+ yrs	Others	Kushtia	3053	557	 605 	 596 
Not Seelected	Robi	OTHERS	2G Device	Kushtia	6	1	 3 	 3 
Not Seelected	Robi	OTHERS	3G Device	Kushtia	6	0	 0 	
Not Seelected	Robi	OTHERS	4G Device	Kushtia	3	0	 0 	
Not Seelected	Robi	OTHERS	Basic	Kushtia	32	0	 -   	
Not Seelected	Robi	OTHERS	Others	Kushtia	41	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Mymensingh	12553	2011	" 2,943 "	" 2,887 "
Not Seelected	Robi	<=24 yrs	3G Device	Mymensingh	17716	9380	" 16,491 "	" 16,369 "
Not Seelected	Robi	<=24 yrs	4G Device	Mymensingh	6373	4495	" 12,018 "	" 11,987 "
Not Seelected	Robi	<=24 yrs	Basic	Mymensingh	25417	4033	" 5,407 "	" 5,317 "
Not Seelected	Robi	<=24 yrs	Others	Mymensingh	3206	1064	" 1,073 "	" 1,057 "
Not Seelected	Robi	25-29 yrs	2G Device	Mymensingh	31299	3019	" 3,998 "	" 3,904 "
Not Seelected	Robi	25-29 yrs	3G Device	Mymensingh	35330	15782	" 29,386 "	" 29,169 "
Not Seelected	Robi	25-29 yrs	4G Device	Mymensingh	11507	7521	" 20,504 "	" 20,447 "
Not Seelected	Robi	25-29 yrs	Basic	Mymensingh	65078	6296	" 8,734 "	" 8,566 "
Not Seelected	Robi	25-29 yrs	Others	Mymensingh	6794	1705	" 2,200 "	" 2,174 "
Not Seelected	Robi	30-34 yrs	2G Device	Mymensingh	41228	3094	" 4,040 "	" 3,945 "
Not Seelected	Robi	30-34 yrs	3G Device	Mymensingh	40977	17213	" 30,416 "	" 30,169 "
Not Seelected	Robi	30-34 yrs	4G Device	Mymensingh	13264	8456	" 21,380 "	" 21,318 "
Not Seelected	Robi	30-34 yrs	Basic	Mymensingh	84983	6447	" 8,822 "	" 8,650 "
Not Seelected	Robi	30-34 yrs	Others	Mymensingh	9060	1627	" 2,073 "	" 2,044 "
Not Seelected	Robi	35-39 yrs	2G Device	Mymensingh	38450	2680	" 3,340 "	" 3,246 "
Not Seelected	Robi	35-39 yrs	3G Device	Mymensingh	34510	14512	" 25,364 "	" 25,164 "
Not Seelected	Robi	35-39 yrs	4G Device	Mymensingh	10914	6961	" 17,742 "	" 17,693 "
Not Seelected	Robi	35-39 yrs	Basic	Mymensingh	76450	5682	" 7,648 "	" 7,493 "
Not Seelected	Robi	35-39 yrs	Others	Mymensingh	7932	1357	" 1,653 "	" 1,628 "
Not Seelected	Robi	40-44 yrs	2G Device	Mymensingh	25662	1941	" 2,318 "	" 2,250 "
Not Seelected	Robi	40-44 yrs	3G Device	Mymensingh	22185	9694	" 17,076 "	" 16,950 "
Not Seelected	Robi	40-44 yrs	4G Device	Mymensingh	6618	4293	" 10,202 "	" 10,170 "
Not Seelected	Robi	40-44 yrs	Basic	Mymensingh	50603	3873	" 5,074 "	" 4,960 "
Not Seelected	Robi	40-44 yrs	Others	Mymensingh	5694	1055	" 1,293 "	" 1,276 "
Not Seelected	Robi	45-59 yrs	2G Device	Mymensingh	48607	3947	" 4,708 "	" 4,565 "
Not Seelected	Robi	45-59 yrs	3G Device	Mymensingh	39991	17541	" 29,702 "	" 29,454 "
Not Seelected	Robi	45-59 yrs	4G Device	Mymensingh	11784	7727	" 18,864 "	" 18,807 "
Not Seelected	Robi	45-59 yrs	Basic	Mymensingh	98633	8074	" 10,240 "	" 10,013 "
Not Seelected	Robi	45-59 yrs	Others	Mymensingh	11292	1845	" 2,447 "	" 2,410 "
Not Seelected	Robi	60+ yrs	2G Device	Mymensingh	14247	1093	" 1,200 "	" 1,162 "
Not Seelected	Robi	60+ yrs	3G Device	Mymensingh	11391	4835	" 7,377 "	" 7,308 "
Not Seelected	Robi	60+ yrs	4G Device	Mymensingh	3415	2238	" 5,130 "	" 5,113 "
Not Seelected	Robi	60+ yrs	Basic	Mymensingh	29913	2196	" 2,771 "	" 2,712 "
Not Seelected	Robi	60+ yrs	Others	Mymensingh	3592	568	 591 	 581 
Not Seelected	Robi	OTHERS	2G Device	Mymensingh	17	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Mymensingh	10	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Mymensingh	4	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Mymensingh	32	0	 -   	
Not Seelected	Robi	OTHERS	Others	Mymensingh	33	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Noakhali	9700	1336	" 2,038 "	" 2,014 "
Not Seelected	Robi	<=24 yrs	3G Device	Noakhali	14816	9061	" 18,876 "	" 18,812 "
Not Seelected	Robi	<=24 yrs	4G Device	Noakhali	6328	4914	" 15,409 "	" 15,391 "
Not Seelected	Robi	<=24 yrs	Basic	Noakhali	22652	2932	" 4,592 "	" 4,545 "
Not Seelected	Robi	<=24 yrs	Others	Noakhali	1567	495	 710 	 705 
Not Seelected	Robi	25-29 yrs	2G Device	Noakhali	36166	3374	" 4,920 "	" 4,847 "
Not Seelected	Robi	25-29 yrs	3G Device	Noakhali	48524	27109	" 53,491 "	" 53,283 "
Not Seelected	Robi	25-29 yrs	4G Device	Noakhali	18323	13960	" 41,884 "	" 41,832 "
Not Seelected	Robi	25-29 yrs	Basic	Noakhali	86197	8243	" 12,534 "	" 12,396 "
Not Seelected	Robi	25-29 yrs	Others	Noakhali	4977	1189	" 1,614 "	" 1,600 "
Not Seelected	Robi	30-34 yrs	2G Device	Noakhali	51410	3664	" 4,875 "	" 4,791 "
Not Seelected	Robi	30-34 yrs	3G Device	Noakhali	61212	32748	" 60,300 "	" 60,044 "
Not Seelected	Robi	30-34 yrs	4G Device	Noakhali	23278	17325	" 47,773 "	" 47,705 "
Not Seelected	Robi	30-34 yrs	Basic	Noakhali	119153	8854	" 12,646 "	" 12,489 "
Not Seelected	Robi	30-34 yrs	Others	Noakhali	7395	1528	" 2,161 "	" 2,144 "
Not Seelected	Robi	35-39 yrs	2G Device	Noakhali	50370	2960	" 3,984 "	" 3,904 "
Not Seelected	Robi	35-39 yrs	3G Device	Noakhali	51832	26868	" 49,114 "	" 48,900 "
Not Seelected	Robi	35-39 yrs	4G Device	Noakhali	18657	13888	" 36,467 "	" 36,412 "
Not Seelected	Robi	35-39 yrs	Basic	Noakhali	114601	7429	" 10,865 "	" 10,727 "
Not Seelected	Robi	35-39 yrs	Others	Noakhali	7075	1202	" 1,644 "	" 1,628 "
Not Seelected	Robi	40-44 yrs	2G Device	Noakhali	34249	2121	" 2,676 "	" 2,619 "
Not Seelected	Robi	40-44 yrs	3G Device	Noakhali	32826	16851	" 29,975 "	" 29,837 "
Not Seelected	Robi	40-44 yrs	4G Device	Noakhali	11427	8509	" 21,782 "	" 21,748 "
Not Seelected	Robi	40-44 yrs	Basic	Noakhali	77946	4879	" 6,230 "	" 6,134 "
Not Seelected	Robi	40-44 yrs	Others	Noakhali	4909	805	" 1,181 "	" 1,169 "
Not Seelected	Robi	45-59 yrs	2G Device	Noakhali	66804	4192	" 4,677 "	" 4,565 "
Not Seelected	Robi	45-59 yrs	3G Device	Noakhali	59738	31148	" 54,750 "	" 54,509 "
Not Seelected	Robi	45-59 yrs	4G Device	Noakhali	20699	15487	" 39,663 "	" 39,602 "
Not Seelected	Robi	45-59 yrs	Basic	Noakhali	155466	9609	" 12,990 "	" 12,803 "
Not Seelected	Robi	45-59 yrs	Others	Noakhali	9322	1491	" 1,908 "	" 1,887 "
Not Seelected	Robi	60+ yrs	2G Device	Noakhali	25317	1192	" 1,571 "	" 1,538 "
Not Seelected	Robi	60+ yrs	3G Device	Noakhali	20718	10540	" 17,947 "	" 17,866 "
Not Seelected	Robi	60+ yrs	4G Device	Noakhali	7776	5851	" 14,638 "	" 14,615 "
Not Seelected	Robi	60+ yrs	Basic	Noakhali	60525	2951	" 3,807 "	" 3,750 "
Not Seelected	Robi	60+ yrs	Others	Noakhali	3612	534	 702 	 696 
Not Seelected	Robi	OTHERS	2G Device	Noakhali	6	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Noakhali	4	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Noakhali	1	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Noakhali	16	0	 -   	
Not Seelected	Robi	OTHERS	Others	Noakhali	24	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Rajshahi	11657	2206	" 2,558 "	" 2,507 "
Not Seelected	Robi	<=24 yrs	3G Device	Rajshahi	18529	10333	" 17,138 "	" 17,021 "
Not Seelected	Robi	<=24 yrs	4G Device	Rajshahi	6576	4653	" 10,512 "	" 10,478 "
Not Seelected	Robi	<=24 yrs	Basic	Rajshahi	20400	3765	" 4,856 "	" 4,783 "
Not Seelected	Robi	<=24 yrs	Others	Rajshahi	4230	1514	" 1,510 "	" 1,484 "
Not Seelected	Robi	25-29 yrs	2G Device	Rajshahi	22455	2288	" 2,743 "	" 2,679 "
Not Seelected	Robi	25-29 yrs	3G Device	Rajshahi	26555	11644	" 19,809 "	" 19,650 "
Not Seelected	Robi	25-29 yrs	4G Device	Rajshahi	8152	5187	" 12,353 "	" 12,312 "
Not Seelected	Robi	25-29 yrs	Basic	Rajshahi	40165	4056	" 5,157 "	" 5,057 "
Not Seelected	Robi	25-29 yrs	Others	Rajshahi	6150	1455	" 1,359 "	" 1,327 "
Not Seelected	Robi	30-34 yrs	2G Device	Rajshahi	32006	2091	" 2,620 "	" 2,556 "
Not Seelected	Robi	30-34 yrs	3G Device	Rajshahi	29588	11132	" 18,601 "	" 18,439 "
Not Seelected	Robi	30-34 yrs	4G Device	Rajshahi	8306	4887	" 11,654 "	" 11,612 "
Not Seelected	Robi	30-34 yrs	Basic	Rajshahi	55796	3912	" 5,026 "	" 4,924 "
Not Seelected	Robi	30-34 yrs	Others	Rajshahi	7481	1342	" 1,249 "	" 1,218 "
Not Seelected	Robi	35-39 yrs	2G Device	Rajshahi	31592	1857	" 2,199 "	" 2,132 "
Not Seelected	Robi	35-39 yrs	3G Device	Rajshahi	25760	9706	" 15,045 "	" 14,903 "
Not Seelected	Robi	35-39 yrs	4G Device	Rajshahi	6982	4237	" 10,292 "	" 10,257 "
Not Seelected	Robi	35-39 yrs	Basic	Rajshahi	54620	3521	" 4,156 "	" 4,060 "
Not Seelected	Robi	35-39 yrs	Others	Rajshahi	7276	1190	" 1,206 "	" 1,179 "
Not Seelected	Robi	40-44 yrs	2G Device	Rajshahi	19695	1271	" 1,444 "	" 1,395 "
Not Seelected	Robi	40-44 yrs	3G Device	Rajshahi	15781	6423	" 10,587 "	" 10,498 "
Not Seelected	Robi	40-44 yrs	4G Device	Rajshahi	4142	2594	" 6,149 "	" 6,128 "
Not Seelected	Robi	40-44 yrs	Basic	Rajshahi	33560	2425	" 3,021 "	" 2,953 "
Not Seelected	Robi	40-44 yrs	Others	Rajshahi	4734	776	 789 	 768 
Not Seelected	Robi	45-59 yrs	2G Device	Rajshahi	35647	2639	" 2,997 "	" 2,905 "
Not Seelected	Robi	45-59 yrs	3G Device	Rajshahi	27876	11385	" 18,455 "	" 18,283 "
Not Seelected	Robi	45-59 yrs	4G Device	Rajshahi	7205	4529	" 11,354 "	" 11,313 "
Not Seelected	Robi	45-59 yrs	Basic	Rajshahi	62322	4758	" 5,871 "	" 5,742 "
Not Seelected	Robi	45-59 yrs	Others	Rajshahi	8497	1331	" 1,297 "	" 1,262 "
